level_0,level_1,City,Hosp_Name,Hosp_Address,Score,index_x,Account_Num,Acct_Name_Lookup,index_y,Provider_Num,Reimbursement_Name_Lookup
1452,2226,1,1,1,3,1452,49236,NORTHCREST MEDICAL CENTER_100 NORTHCREST DRIVE_SPRINGFIELD_TN,2226,442243,NORTHCREST MEDICAL CENTER_100 NORTHCREST DRIVE_SPRINGFIELD_TN
4319,1175,1,1,1,3,4319,49181,MARLBOROUGH HOSPITAL_157 UNION STREET_MARLBOROUGH_MA,1175,137817,MARLBOROUGH HOSPITAL_157 UNION STREET_MARLBOROUGH_MA
3927,1052,1,1,1,3,3927,49148,OCHSNER MEDICAL CENTER_1516 JEFFERSON HWY_NEW ORLEANS_LA,1052,893144,OCHSNER MEDICAL CENTER_1516 JEFFERSON HWY_NEW ORLEANS_LA
2880,2673,1,1,1,3,2880,49134,THE HEART HOSPITAL BAYLOR PLANO_1100 ALLIED DRIVE_PLANO_TX,2673,336136,THE HEART HOSPITAL BAYLOR PLANO_1100 ALLIED DRIVE_PLANO_TX
47,2044,1,1,1,3,47,49078,ST JOSEPH MEDICAL CENTER_2500 BERNVILLE ROAD_READING_PA,2044,518911,ST JOSEPH MEDICAL CENTER_2500 BERNVILLE ROAD_READING_PA
1036,275,1,1,1,3,1036,49014,EL CAMINO HOSPITAL_2500 GRANT ROAD_MOUNTAIN VIEW_CA,275,642458,EL CAMINO HOSPITAL_2500 GRANT ROAD_MOUNTAIN VIEW_CA
4992,1268,1,0,1,2,4992,48994,ASCENSION GENESYS HOSPITAL_ONE GENESYS PARKWAY_GRAND BLANC_MI,1268,549644,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK_ONE GENESYS PARKWAY_GRAND BLANC_MI
633,867,1,1,1,3,633,48990,DEKALB HEALTH_1316 E SEVENTH ST_AUBURN_IN,867,494992,DEKALB HEALTH_1316 E SEVENTH ST_AUBURN_IN
4030,1787,1,1,1,3,4030,48946,NOVANT HEALTH BRUNSWICK MEDICAL CENTER_1 MEDICAL CENTER DR  PO BOX 139_SUPPLY_NC,1787,464414,NOVANT HEALTH BRUNSWICK MEDICAL CENTER_1 MEDICAL CENTER DR  PO BOX 139_SUPPLY_NC
4377,1135,1,1,1,3,4377,48914,UNION HOSPITAL OF CECIL COUNTY_106 BOW STREET_ELKTON_MD,1135,703468,UNION HOSPITAL OF CECIL COUNTY_106 BOW STREET_ELKTON_MD
2008,877,1,1,1,3,2008,48862,SCHNECK MEDICAL CENTER_411 W TIPTON ST_SEYMOUR_IN,877,750862,SCHNECK MEDICAL CENTER_411 W TIPTON ST_SEYMOUR_IN
3078,1569,1,1,1,3,3078,48829,LOVELACE MEDICAL CENTER_601 DR MARTIN LUTHER KING JR AVE NE_ALBUQUERQUE_NM,1569,198667,LOVELACE MEDICAL CENTER_601 DR MARTIN LUTHER KING JR AVE NE_ALBUQUERQUE_NM
4701,2115,1,1,1,3,4701,48801,JEFFERSON HOSPITAL_565 COAL VALLEY ROAD_JEFFERSON HILLS_PA,2115,215635,JEFFERSON HOSPITAL_565 COAL VALLEY ROAD_JEFFERSON HILLS_PA
3473,2198,1,1,1,3,3473,48757,CUMBERLAND MEDICAL CENTER_421 S MAIN ST_CROSSVILLE_TN,2198,563863,CUMBERLAND MEDICAL CENTER_421 S MAIN ST_CROSSVILLE_TN
3404,2020,1,1,1,3,3404,48737,YORK HOSPITAL_1001 SOUTH GEORGE STREET_YORK_PA,2020,888799,YORK HOSPITAL_1001 SOUTH GEORGE STREET_YORK_PA
5290,2172,1,1,1,3,5290,48722,GRAND STRAND REGIONAL MEDICAL CENTER_809 82ND PARKWAY_MYRTLE BEACH_SC,2172,732465,GRAND STRAND REGIONAL MEDICAL CENTER_809 82ND PARKWAY_MYRTLE BEACH_SC
3457,949,1,0,1,2,3457,48721,ADVENTHEALTH OTTAWA_1301 S MAIN STREET_OTTAWA_KS,949,101305,RANSOM MEMORIAL HOSPITAL_1301 S MAIN STREET_OTTAWA_KS
1659,309,1,1,1,3,1659,48713,STANFORD HEALTH CARE_300 PASTEUR DRIVE_STANFORD_CA,309,185498,STANFORD HEALTH CARE_300 PASTEUR DRIVE_STANFORD_CA
944,2449,1,1,1,3,944,48569,CEDAR CITY HOSPITAL_1303 NORTH MAIN STREET_CEDAR CITY_UT,2449,115757,CEDAR CITY HOSPITAL_1303 NORTH MAIN STREET_CEDAR CITY_UT
2930,1872,1,1,1,3,2930,48513,UH CLEVELAND MEDICAL CENTER_11100 EUCLID AVENUE_CLEVELAND_OH,1872,231132,UH CLEVELAND MEDICAL CENTER_11100 EUCLID AVENUE_CLEVELAND_OH
2930,1891,1,0,1,2,2930,48513,UH CLEVELAND MEDICAL CENTER_11100 EUCLID AVENUE_CLEVELAND_OH,1891,509213,CLEVELAND CLINIC_9500 EUCLID AVENUE_CLEVELAND_OH
4907,1982,1,1,1,3,4907,48492,SKY LAKES MEDICAL CENTER_2865 DAGGETT AVENUE_KLAMATH FALLS_OR,1982,387869,SKY LAKES MEDICAL CENTER_2865 DAGGETT AVENUE_KLAMATH FALLS_OR
2365,2166,1,1,1,3,2365,48459,LEXINGTON MEDICAL CENTER_2720 SUNSET BLVD_WEST COLUMBIA_SC,2166,142631,LEXINGTON MEDICAL CENTER_2720 SUNSET BLVD_WEST COLUMBIA_SC
3441,2520,1,1,1,3,3441,48447,TWIN COUNTY REGIONAL HOSPITAL_200 HOSPITAL DRIVE_GALAX_VA,2520,468071,TWIN COUNTY REGIONAL HOSPITAL_200 HOSPITAL DRIVE_GALAX_VA
2844,2065,1,1,1,3,2844,48423,LEHIGH VALLEY HOSPITAL_1200 SOUTH CEDAR CREST BOULEVARD_ALLENTOWN_PA,2065,626831,LEHIGH VALLEY HOSPITAL_1200 SOUTH CEDAR CREST BOULVARD_ALLENTOWN_PA
1034,830,1,1,1,3,1034,48417,ALEXIAN BROTHERS MEDICAL CENTER 1_800 W BIESTERFIELD RD_ELK GROVE VILLAGE_IL,830,573550,ALEXIAN BROTHERS MEDICAL CENTER 1_800 W BIESTERFIELD RD_ELK GROVE VILLAGE_IL
4211,1883,1,1,1,3,4211,48412,ADENA REGIONAL MEDICAL CENTER_272 HOSPITAL ROAD_CHILLICOTHE_OH,1883,629445,ADENA REGIONAL MEDICAL CENTER_272 HOSPITAL ROAD_CHILLICOTHE_OH
1520,572,1,1,1,3,1520,48361,MEMORIAL HOSPITAL PEMBROKE_7800 SHERIDAN ST_PEMBROKE PINES_FL,572,163701,MEMORIAL HOSPITAL PEMBROKE_7800 SHERIDAN ST_PEMBROKE PINES_FL
1789,2329,1,0,1,2,1789,48356,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL_501 S RAGSDALE_JACKSONVILLE_TX,2329,793884,EAST TEXAS MEDICAL CENTER JACKSONVILLE_501 S RAGSDALE_JACKSONVILLE_TX
5300,117,1,1,1,3,5300,48323,CHAMBERS MEMORIAL HOSPITAL_719 DETROIT STREET_DANVILLE_AR,117,583613,CHAMBERS MEMORIAL HOSPITAL_719 DETROIT STREET_DANVILLE_AR
1884,1448,1,1,1,3,1884,48305,BOZEMAN HEALTH DEACONESS HOSPITAL_915 HIGHLAND BLVD_BOZEMAN_MT,1448,580483,BOZEMAN HEALTH DEACONESS HOSPITAL_915 HIGHLAND BLVD_BOZEMAN_MT
4485,1681,1,1,1,3,4485,48157,WESTCHESTER MEDICAL CENTER_100 WOODS RD_VALHALLA_NY,1681,124560,WESTCHESTER MEDICAL CENTER_100 WOODS RD_VALHALLA_NY
2980,1275,1,1,1,3,2980,48099,"METRO HEALTH HOSPITAL_5900 BYRON CENTER AVENUE, SW_WYOMING_MI",1275,310801,"METRO HEALTH HOSPITAL_5900 BYRON CENTER AVENUE, SW_WYOMING_MI"
315,505,1,1,1,3,315,48097,BAYFRONT HEALTH BROOKSVILLE_17240 CORTEZ BLVD_BROOKSVILLE_FL,505,433338,BAYFRONT HEALTH BROOKSVILLE_17240 CORTEZ BLVD_BROOKSVILLE_FL
315,591,1,0,1,2,315,48097,BAYFRONT HEALTH BROOKSVILLE_17240 CORTEZ BLVD_BROOKSVILLE_FL,591,798356,OAK HILL HOSPITAL_11375 CORTEZ BLVD_BROOKSVILLE_FL
2268,1835,1,1,1,3,2268,48070,METROHEALTH SYSTEM_2500 METROHEALTH DRIVE_CLEVELAND_OH,1835,326282,METROHEALTH SYSTEM_2500 METROHEALTH DRIVE_CLEVELAND_OH
3954,571,1,1,1,3,3954,48058,WESTSIDE REGIONAL MEDICAL CENTER_8201 W BROWARD BLVD_PLANTATION_FL,571,426508,WESTSIDE REGIONAL MEDICAL CENTER_8201 W BROWARD BLVD_PLANTATION_FL
135,1964,1,1,1,3,135,48039,MID-COLUMBIA MEDICAL CENTER_1700 E 19TH STREET_THE DALLES_OR,1964,393889,MID-COLUMBIA MEDICAL CENTER_1700 E 19TH STREET_THE DALLES_OR
388,1500,1,1,1,3,388,48036,CATHOLIC MEDICAL CENTER_100 MCGREGOR STREET_MANCHESTER_NH,1500,495251,CATHOLIC MEDICAL CENTER_100 MCGREGOR STREET_MANCHESTER_NH
4990,232,1,1,1,3,4990,48003,ST MARY MEDICAL CENTER_1050 LINDEN AVE_LONG BEACH_CA,232,213184,ST MARY MEDICAL CENTER_1050 LINDEN AVE_LONG BEACH_CA
801,2301,1,0,1,2,801,47999,MEDICAL CITY NORTH HILLS_4401 BOOTH CALLOWAY ROAD_NORTH RICHLAND HILLS_TX,2301,821389,NORTH HILLS HOSPITAL_4401 BOOTH CALLOWAY ROAD_NORTH RICHLAND HILLS_TX
1907,2350,1,1,1,3,1907,47991,SAN ANGELO COMMUNITY MEDICAL CENTER_3501 KNICKERBOCKER ROAD_SAN ANGELO_TX,2350,204532,SAN ANGELO COMMUNITY MEDICAL CENTER_3501 KNICKERBOCKER ROAD_SAN ANGELO_TX
3676,1981,1,0,1,2,3676,47924,ST CHARLES BEND_2500 NE NEFF ROAD_BEND_OR,1981,702589,ST CHARLES MEDICAL CENTER - BEND_2500 NE NEFF ROAD_BEND_OR
610,1040,1,1,1,3,610,47899,NATCHITOCHES REGIONAL MEDICAL CENTER_501 KEYSER AVE_NATCHITOCHES_LA,1040,451104,NATCHITOCHES REGIONAL MEDICAL CENTER_501 KEYSER AVE_NATCHITOCHES_LA
3935,970,1,0,1,2,3935,47889,MANHATTAN SURGICAL HOSPITAL LLC_1829 COLLEGE AVENUE_MANHATTAN_KS,970,833323,"VIA CHRISTI HOSPITAL MANHATTAN, INC_1823 COLLEGE AVE_MANHATTAN_KS"
2707,1670,1,1,1,3,2707,47857,"ROME MEMORIAL HOSPITAL, INC_1500 NORTH JAMES STREET_ROME_NY",1670,824540,"ROME MEMORIAL HOSPITAL, INC_1500 NORTH JAMES STREET_ROME_NY"
4663,1021,1,1,1,3,4663,47832,GEORGETOWN COMMUNITY HOSPITAL_1140 LEXINGTON ROAD_GEORGETOWN_KY,1021,730275,GEORGETOWN COMMUNITY HOSPITAL_1140 LEXINGTON ROAD_GEORGETOWN_KY
4454,2250,1,1,1,3,4454,47818,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER_435 2ND ST_NEWPORT_TN,2250,220862,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER_435 2ND ST_NEWPORT_TN
4177,296,1,1,1,3,4177,47808,PACIFICA HOSPITAL OF THE VALLEY_9449 SAN FERNANDO RD_SUN VALLEY_CA,296,323423,PACIFICA HOSPITAL OF THE VALLEY_9449 SAN FERNANDO RD_SUN VALLEY_CA
2743,1083,1,1,1,3,2743,47805,MERCY REGIONAL MEDICAL CENTER_800 E MAIN_VILLE PLATTE_LA,1083,799101,MERCY REGIONAL MEDICAL CENTER_800 E MAIN_VILLE PLATTE_LA
3616,1305,1,1,1,3,3616,47797,RIDGEVIEW MEDICAL CENTER_500 SOUTH MAPLE STREET_WACONIA_MN,1305,757239,RIDGEVIEW MEDICAL CENTER_500 SOUTH MAPLE STREET_WACONIA_MN
2954,2492,1,1,1,3,2954,47765,VIRGINIA HOSPITAL CENTER_1701 NORTH GEORGE MASON DRIVE_ARLINGTON_VA,2492,344505,VIRGINIA HOSPITAL CENTER_1701 NORTH GEORGE MASON DRIVE_ARLINGTON_VA
1779,1235,1,1,1,3,1779,47763,COVENANT MEDICAL CENTER_1447 N HARRISON_SAGINAW_MI,1235,264981,COVENANT MEDICAL CENTER_1447 N HARRISON_SAGINAW_MI
4899,792,1,1,1,3,4899,47699,MEMORIAL HOSPITAL OF CARBONDALE_405 W JACKSON_CARBONDALE_IL,792,668150,MEMORIAL HOSPITAL OF CARBONDALE_405 W JACKSON_CARBONDALE_IL
831,2099,1,1,1,3,831,47679,NAZARETH HOSPITAL_2601 HOLME AVE_PHILADELPHIA_PA,2099,660587,NAZARETH HOSPITAL_2601 HOLME AVE_PHILADELPHIA_PA
1590,1589,1,1,1,3,1590,47637,JAMAICA HOSPITAL MEDICAL CENTER_89TH AVENUE AND VAN WYCK EXPRESSWAY_JAMAICA_NY,1589,663970,JAMAICA HOSPITAL MEDICAL CENTER_89TH AVENUE AND VAN WYCK EXPRESSWAY_JAMAICA_NY
809,1924,1,1,1,3,809,47571,"DUNCAN REGIONAL HOSPITAL, INC_1407 WHISENANT DRIVE_DUNCAN_OK",1924,882358,"DUNCAN REGIONAL HOSPITAL, INC_1407 WHISENANT DRIVE_DUNCAN_OK"
241,2225,1,1,1,3,241,47570,JOHNSON CITY MEDICAL CENTER_400 N STATE OF FRANKLIN RD_JOHNSON CITY_TN,2225,687586,JOHNSON CITY MEDICAL CENTER_400 N STATE OF FRANKLIN RD_JOHNSON CITY_TN
626,2431,1,0,1,2,626,47561,SUGAR LAND SURGICAL HOSPITAL LLP_16906 SOUTHWEST FREEWAY_SUGAR LAND_TX,2431,689684,HOUSTON METHODIST SUGARLAND HOSPITAL_16655 SOUTHWEST FREEWAY_SUGAR LAND_TX
2906,40,1,1,1,3,2906,47508,D W MCMILLAN MEMORIAL HOSPITAL_1301 BELLEVILLE AVENUE_BREWTON_AL,40,140742,D W MCMILLAN MEMORIAL HOSPITAL_1301 BELLEVILLE AVENUE_BREWTON_AL
5191,1874,1,1,1,3,5191,47420,MARYMOUNT HOSPITAL_12300 MCCRACKEN ROAD_GARFIELD HEIGHTS_OH,1874,702766,MARYMOUNT HOSPITAL_12300 MCCRACKEN ROAD_GARFIELD HEIGHTS_OH
2703,1684,1,1,1,3,2703,47359,NICHOLAS H NOYES MEMORIAL HOSPITAL_111  CLARA BARTON STREET_DANSVILLE_NY,1684,272929,NICHOLAS H NOYES MEMORIAL HOSPITAL_111  CLARA BARTON STREET_DANSVILLE_NY
3578,1770,1,1,1,3,3578,47353,VIDANT DUPLIN  HOSPITAL_401 N MAIN ST_KENANSVILLE_NC,1770,336973,VIDANT DUPLIN  HOSPITAL_401 N MAIN ST_KENANSVILLE_NC
3292,802,1,1,1,3,3292,47301,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER_836 WEST WELLINGTON AVENUE_CHICAGO_IL,802,410022,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER_836 WEST WELLINGTON AVENUE_CHICAGO_IL
78,1254,1,1,1,3,78,47252,MEMORIAL HEALTHCARE_826 WEST KING STREET_OWOSSO_MI,1254,632091,MEMORIAL HEALTHCARE_826 WEST KING STREET_OWOSSO_MI
3913,1287,1,0,1,2,3913,47251,NORTH MEMORIAL HEALTH_3300 OAKDALE NORTH_ROBBINSDALE_MN,1287,796226,NORTH MEMORIAL MEDICAL CENTER_3300 OAKDALE NORTH_ROBBINSDALE_MN
1239,2663,1,1,1,3,1239,47200,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE_3400 EAST RACINE STREET_JANESVILLE_WI,2663,306909,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE_3400 EAST RACINE STREET_JANESVILLE_WI
2349,1583,1,1,1,3,2349,47181,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS_396 BROADWAY_KINGSTON_NY,1583,101137,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS_396 BROADWAY_KINGSTON_NY
4580,1338,1,1,0,2,4580,47145,MEMORIAL HOSPITAL AT GULFPORT_4500 13TH STREET_GULFPORT_MS,1338,668062,MEMORIAL HOSPITAL AT GULFPORT_4500 13TH ST-P O BOX 1810_GULFPORT_MS
2160,355,1,0,1,2,2160,47132,MENIFEE GLOBAL MEDICAL CENTER_28400 MCCALL B0ULEVARD_SUN CITY_CA,355,874494,MENIFEE VALLEY MEDICAL CENTER_28400 MCCALL B0ULEVARD_SUN CITY_CA
2847,2168,1,1,1,3,2847,47114,TRIDENT MEDICAL CENTER_9330 MEDICAL PLAZA DR_CHARLESTON_SC,2168,106101,TRIDENT MEDICAL CENTER_9330 MEDICAL PLAZA DR_CHARLESTON_SC
4939,2314,1,1,1,3,4939,47087,MEDICAL CENTER HOSPITAL_500 W 4TH STREET_ODESSA_TX,2314,292673,MEDICAL CENTER HOSPITAL_500 W 4TH STREET_ODESSA_TX
4939,2398,1,0,1,2,4939,47087,MEDICAL CENTER HOSPITAL_500 W 4TH STREET_ODESSA_TX,2398,440034,ODESSA REGIONAL MEDICAL CENTER_520 E 6TH STREET_ODESSA_TX
3613,2484,1,1,1,3,3613,47056,INOVA ALEXANDRIA HOSPITAL_4320 SEMINARY RD_ALEXANDRIA_VA,2484,605720,INOVA ALEXANDRIA HOSPITAL_4320 SEMINARY RD_ALEXANDRIA_VA
3730,499,1,0,1,2,3730,46975,ADVENTHEALTH OCALA_1500 SW 1ST AVE_OCALA_FL,499,861071,MUNROE REGIONAL MEDICAL CENTER_1500 SW 1ST AVE_OCALA_FL
4810,492,1,1,1,3,4810,46951,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS_1475 W 49TH ST_HIALEAH_FL,492,321328,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS_1475 W 49TH ST_HIALEAH_FL
4501,2321,1,1,1,3,4501,46927,VAL VERDE REGIONAL MEDICAL CENTER_801 BEDELL AVE_DEL RIO_TX,2321,501691,VAL VERDE REGIONAL MEDICAL CENTER_801 BEDELL AVE_DEL RIO_TX
1642,2048,1,1,1,3,1642,46914,UPMC ST MARGARET_815 FREEPORT ROAD_PITTSBURGH_PA,2048,460182,UPMC ST MARGARET_815 FREEPORT ROAD_PITTSBURGH_PA
1037,1936,1,0,1,2,1037,46909,STILLWATER MEDICAL CENTER_1323 WEST 6TH STREET_STILLWATER_OK,1936,454777,STILLWATER MEDICAL CENTER AUTHORITY_1323 WEST 6TH STREET_STILLWATER_OK
1909,1756,1,1,1,3,1909,46905,JOHNSTON HEALTH_509 BRIGHT LEAF BLVD_SMITHFIELD_NC,1756,602103,JOHNSTON HEALTH_509 BRIGHT LEAF BLVD_SMITHFIELD_NC
4398,1198,1,1,1,3,4398,46895,BRIGHAM AND WOMEN'S HOSPITAL_75 FRANCIS STREET_BOSTON_MA,1198,723772,BRIGHAM AND WOMEN'S HOSPITAL_75 FRANCIS STREET_BOSTON_MA
1543,2567,1,1,1,3,1543,46893,PROVIDENCE HOLY FAMILY HOSPITAL_5633 NORTH LIDGERWOOD_SPOKANE_WA,2567,788426,PROVIDENCE HOLY FAMILY HOSPITAL_5633 NORTH LIDGERWOOD_SPOKANE_WA
4768,837,1,1,1,3,4768,46864,ANDERSON HOSPITAL_6800 STATE ROUTE 162_MARYVILLE_IL,837,766793,ANDERSON HOSPITAL_6800 STATE ROUTE 162_MARYVILLE_IL
4662,2093,1,1,1,3,4662,46858,MAIN LINE HOSPITAL LANKENAU_100 LANCASTER AVE_WYNNEWOOD_PA,2093,775584,MAIN LINE HOSPITAL LANKENAU_100 LANCASTER AVE_WYNNEWOOD_PA
1144,1084,1,1,1,3,1144,46790,TULANE MEDICAL CENTER_1415 TULANE AVE_NEW ORLEANS_LA,1084,846901,TULANE MEDICAL CENTER_1415 TULANE AVE_NEW ORLEANS_LA
2121,1133,1,1,1,3,2121,46772,JOHNS HOPKINS BAYVIEW MEDICAL CENTER_4940 EASTERN AVENUE_BALTIMORE_MD,1133,452480,JOHNS HOPKINS BAYVIEW MEDICAL CENTER_4940 EASTERN AVENUE_BALTIMORE_MD
721,1867,1,1,1,3,721,46771,ASHTABULA COUNTY MEDICAL CENTER_2420 LAKE AVENUE_ASHTABULA_OH,1867,597788,ASHTABULA COUNTY MEDICAL CENTER_2420 LAKE AVENUE_ASHTABULA_OH
5324,1868,1,1,1,3,5324,46709,ALLIANCE COMMUNITY HOSPITAL_200 EAST STATE STREET_ALLIANCE_OH,1868,616036,ALLIANCE COMMUNITY HOSPITAL_200 EAST STATE STREET_ALLIANCE_OH
4945,1443,1,1,1,3,4945,46651,ST PATRICK HOSPITAL_500 W BROADWAY_MISSOULA_MT,1443,321438,ST PATRICK HOSPITAL_500 W BROADWAY_MISSOULA_MT
509,524,1,1,1,3,509,46626,OSCEOLA REGIONAL MEDICAL CENTER_700 WEST OAK STREET_KISSIMMEE_FL,524,690188,OSCEOLA REGIONAL MEDICAL CENTER_700 WEST OAK STREET_KISSIMMEE_FL
1526,2577,1,1,1,3,1526,46625,ST ANTHONY HOSPITAL_11567 CANTERWOOD BOULEVARD NW_GIG HARBOR_WA,2577,190394,ST ANTHONY HOSPITAL_11567 CANTERWOOD BOULEVARD NW_GIG HARBOR_WA
3849,2408,1,1,1,3,3849,46619,UNIVERSITY MEDICAL CENTER_602 INDIANA AVENUE_LUBBOCK_TX,2408,881502,UNIVERSITY MEDICAL CENTER_602 INDIANA AVENUE_LUBBOCK_TX
5232,958,1,1,1,3,5232,46609,GEARY COMMUNITY HOSPITAL_1102 ST MARY'S ROAD_JUNCTION CITY_KS,958,148409,GEARY COMMUNITY HOSPITAL_1102 ST MARY'S ROAD_JUNCTION CITY_KS
203,339,1,1,1,3,203,46557,EISENHOWER MEDICAL CENTER_39-000 BOB HOPE DRIVE_RANCHO MIRAGE_CA,339,251464,EISENHOWER MEDICAL CENTER_39-000 BOB HOPE DRIVE_RANCHO MIRAGE_CA
189,709,1,1,1,3,189,46528,WILCOX MEMORIAL HOSPITAL_3-3420 KUHIO HIGHWAY_LIHUE_HI,709,724884,WILCOX MEMORIAL HOSPITAL_3-3420 KUHIO HIGHWAY_LIHUE_HI
4812,865,1,1,1,3,4812,46500,GOOD SAMARITAN HOSPITAL_520 S 7TH ST_VINCENNES_IN,865,631601,GOOD SAMARITAN HOSPITAL_520 S 7TH ST_VINCENNES_IN
2200,401,1,1,0,2,2200,46468,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY_12605 E 16TH AVE_AURORA_CO,401,340688,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY_12605 EAST 16TH AVENUE_AURORA_CO
418,1071,1,1,1,3,418,46467,AVOYELLES HOSPITAL_4231 HIGHWAY 1192_MARKSVILLE_LA,1071,351310,AVOYELLES HOSPITAL_4231 HIGHWAY 1192_MARKSVILLE_LA
1224,2573,1,1,1,3,1224,46442,TACOMA GENERAL ALLENMORE HOSPITAL_315 S MLK JR WAY_TACOMA_WA,2573,520689,TACOMA GENERAL ALLENMORE HOSPITAL_315 S MLK JR WAY_TACOMA_WA
4143,36,1,1,1,3,4143,46408,WALKER BAPTIST MEDICAL CENTER_3400 HIGHWAY 78 EAST_JASPER_AL,36,630993,WALKER BAPTIST MEDICAL CENTER_3400 HIGHWAY 78 EAST_JASPER_AL
1366,1885,1,1,1,3,1366,46286,CHRIST HOSPITAL_2139 AUBURN AVENUE_CINCINNATI_OH,1885,129386,CHRIST HOSPITAL_2139 AUBURN AVENUE_CINCINNATI_OH
2783,1038,1,1,1,3,2783,46271,UNIVERSITY MEDICAL CENTER NEW ORLEANS_2000 CANAL STREET_NEW ORLEANS_LA,1038,496141,UNIVERSITY MEDICAL CENTER NEW ORLEANS_2000 CANAL STREET_NEW ORLEANS_LA
1929,1399,1,1,1,3,1929,46258,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN_620 E MONROE_MEXICO_MO,1399,886171,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN_620 E MONROE_MEXICO_MO
426,736,1,1,1,3,426,46192,SHERMAN HOSPITAL_1425 NORTH RANDALL ROAD_ELGIN_IL,736,458677,SHERMAN HOSPITAL_1425 NORTH RANDALL ROAD_ELGIN_IL
1612,449,1,1,1,3,1612,46174,ST FRANCIS HOSPITAL_7TH AND CLAYTON STS_WILMINGTON_DE,449,866931,ST FRANCIS HOSPITAL_7TH AND CLAYTON STS_WILMINGTON_DE
3129,2215,1,1,1,3,3129,46135,TRISTAR HORIZON MEDICAL CENTER_111 HIGHWAY 70 EAST_DICKSON_TN,2215,233560,TRISTAR HORIZON MEDICAL CENTER_111 HIGHWAY 70 EAST_DICKSON_TN
711,1527,1,1,1,3,711,46128,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION_530 NEW BRUNSWICK AVE_PERTH AMBOY_NJ,1527,112908,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION_530 NEW BRUNSWICK AVE_PERTH AMBOY_NJ
155,0,1,1,1,3,155,46115,SOUTHEAST ALABAMA MEDICAL CENTER_1108 ROSS CLARK CIRCLE_DOTHAN_AL,0,839987,SOUTHEAST ALABAMA MEDICAL CENTER_1108 ROSS CLARK CIRCLE_DOTHAN_AL
4616,1179,1,1,1,3,4616,46108,LOWELL GENERAL HOSPITAL_295 VARNUM AVENUE_LOWELL_MA,1179,157884,LOWELL GENERAL HOSPITAL_295 VARNUM AVENUE_LOWELL_MA
2257,604,1,1,1,3,2257,46092,ST MARY'S MEDICAL CENTER_901 45TH ST_WEST PALM BEACH_FL,604,402102,ST MARY'S MEDICAL CENTER_901 45TH ST_WEST PALM BEACH_FL
2581,2287,1,1,1,3,2581,46049,UT SOUTHWESTERN UNIVERSITY HOSPITAL_6201 HARRY HINES BLVD_DALLAS_TX,2287,127702,UT SOUTHWESTERN UNIVERSITY HOSPITAL_6201 HARRY HINES BLVD_DALLAS_TX
2581,2272,1,0,1,2,2581,46049,UT SOUTHWESTERN UNIVERSITY HOSPITAL_6201 HARRY HINES BLVD_DALLAS_TX,2272,471446,PARKLAND HEALTH AND HOSPITAL SYSTEM_5200 HARRY HINES BLVD_DALLAS_TX
5281,1309,1,1,1,3,5281,46042,GRAND ITASCA CLINIC AND HOSPITAL_1601 GOLF COURSE ROAD_GRAND RAPIDS_MN,1309,873469,GRAND ITASCA CLINIC AND HOSPITAL_1601 GOLF COURSE ROAD_GRAND RAPIDS_MN
3428,2053,1,0,1,2,3428,46005,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER_600 SOMERSET AVENUE_WINDBER_PA,2053,297423,WINDBER HOSPITAL_600 SOMERSET AVENUE_WINDBER_PA
3344,603,1,1,1,3,3344,45997,GOOD SAMARITAN MEDICAL CENTER_1309 N FLAGLER DR_WEST PALM BEACH_FL,603,833198,GOOD SAMARITAN MEDICAL CENTER_1309 N FLAGLER DR_WEST PALM BEACH_FL
691,1057,1,1,1,3,691,45995,ST TAMMANY PARISH HOSPITAL_1202 S TYLER STREET_COVINGTON_LA,1057,736824,ST TAMMANY PARISH HOSPITAL_1202 S TYLER STREET_COVINGTON_LA
4147,503,1,0,1,2,4147,45994,ADVENTHEALTH CARROLLWOOD_7171 N DALE MABRY HWY_TAMPA_FL,503,765155,FLORIDA HOSPITAL CARROLLWOOD_7171 N DALE MABRY HWY_TAMPA_FL
4669,1105,1,1,1,3,4669,45988,"CARY MEDICAL CENTER_163 VAN BUREN RD, SUITE 1_CARIBOU_ME",1105,180871,"CARY MEDICAL CENTER_163 VAN BUREN RD, SUITE 1_CARIBOU_ME"
